status,loan_amount,annual_income,purpose,home_ownership
Fully Paid,21600,83000,credit_card,MORTGAGE
Fully Paid,12900,36000,debt_consolidation,MORTGAGE
Fully Paid,6000,172000,debt_consolidation,MORTGAGE
Fully Paid,9925,93500,major_purchase,RENT
Fully Paid,17000,104500,debt_consolidation,RENT
Fully Paid,6400,65000,debt_consolidation,RENT
Fully Paid,10575,110000,debt_consolidation,MORTGAGE
Fully Paid,10000,65000,credit_card,RENT
Fully Paid,10000,90000,credit_card,MORTGAGE
Fully Paid,8000,45000,debt_consolidation,MORTGAGE
Fully Paid,17625,49000,debt_consolidation,MORTGAGE
Fully Paid,20000,50000,home_improvement,MORTGAGE
Fully Paid,11575,34195,credit_card,OWN
Fully Paid,3800,27000,major_purchase,OWN
Fully Paid,17500,56000,debt_consolidation,MORTGAGE
Fully Paid,3000,80000,debt_consolidation,RENT
Fully Paid,3950,109000,other,MORTGAGE
Fully Paid,15000,41500,other,MORTGAGE
Fully Paid,10000,130000,major_purchase,MORTGAGE
Fully Paid,14400,74832,credit_card,MORTGAGE
Fully Paid,2400,13000,credit_card,RENT
Fully Paid,4950,55000,major_purchase,OWN
Fully Paid,21975,55000,debt_consolidation,MORTGAGE
Fully Paid,10000,60000,other,MORTGAGE
Fully Paid,22800,85000,credit_card,MORTGAGE
Fully Paid,12000,50600,debt_consolidation,RENT
Fully Paid,10000,80000,credit_card,MORTGAGE
Fully Paid,16000,81000,debt_consolidation,MORTGAGE
Fully Paid,6725,75000,medical,MORTGAGE
Fully Paid,8000,120000,debt_consolidation,RENT
Fully Paid,10000,60000,debt_consolidation,MORTGAGE
Fully Paid,3500,45000,credit_card,MORTGAGE
Fully Paid,5000,75000,debt_consolidation,RENT
Fully Paid,11625,57800,debt_consolidation,RENT
Fully Paid,29700,67000,credit_card,MORTGAGE
Fully Paid,14000,44000,debt_consolidation,RENT
Fully Paid,4000,39996,other,RENT
Fully Paid,12175,65000,other,RENT
Fully Paid,10000,37000,debt_consolidation,RENT
Fully Paid,10175,50000,other,RENT
Fully Paid,16000,50000,debt_consolidation,OWN
Fully Paid,6000,40000,credit_card,MORTGAGE
Fully Paid,24000,100000,debt_consolidation,MORTGAGE
Fully Paid,15000,85000,debt_consolidation,RENT
Fully Paid,35000,100000,debt_consolidation,MORTGAGE
Fully Paid,3600,28000,other,RENT
Fully Paid,6075,22000,debt_consolidation,RENT
Fully Paid,15000,85000,home_improvement,MORTGAGE
Fully Paid,35000,87000,debt_consolidation,MORTGAGE
Fully Paid,10000,93000,other,RENT
Fully Paid,18250,42504,debt_consolidation,RENT
Fully Paid,24575,61209,debt_consolidation,RENT
Fully Paid,9750,29000,debt_consolidation,RENT
Fully Paid,12000,50000,debt_consolidation,RENT
Fully Paid,9000,35004,debt_consolidation,OWN
Fully Paid,20000,50000,debt_consolidation,MORTGAGE
Fully Paid,10000,138000,debt_consolidation,RENT
Fully Paid,4450,45000,credit_card,MORTGAGE
Fully Paid,7100,55890,debt_consolidation,MORTGAGE
Fully Paid,15000,60000,debt_consolidation,RENT
Fully Paid,10750,60000,debt_consolidation,MORTGAGE
Fully Paid,2400,27500,other,MORTGAGE
Fully Paid,24000,110000,debt_consolidation,MORTGAGE
Fully Paid,21050,77510,debt_consolidation,MORTGAGE
Fully Paid,19075,43000,debt_consolidation,RENT
Fully Paid,10000,38400,major_purchase,RENT
Fully Paid,10000,65000,debt_consolidation,RENT
Fully Paid,7125,23816,credit_card,MORTGAGE
Fully Paid,3825,21000,debt_consolidation,OWN
Fully Paid,12000,72000,debt_consolidation,RENT
Fully Paid,2000,30000,major_purchase,RENT
Fully Paid,3000,45000,other,RENT
Fully Paid,14400,65000,debt_consolidation,OWN
Fully Paid,21000,125000,debt_consolidation,MORTGAGE
Fully Paid,7000,100000,credit_card,MORTGAGE
Fully Paid,6000,62000,credit_card,RENT
Fully Paid,9450,80000,debt_consolidation,MORTGAGE
Fully Paid,10000,40000,debt_consolidation,RENT
Fully Paid,9200,39500,credit_card,MORTGAGE
Fully Paid,20000,90000,debt_consolidation,MORTGAGE
Fully Paid,27200,100000,debt_consolidation,RENT
Fully Paid,10000,32997,debt_consolidation,RENT
Fully Paid,30000,125000,debt_consolidation,MORTGAGE
Fully Paid,6000,69000,debt_consolidation,RENT
Fully Paid,6000,46000,home_improvement,MORTGAGE
Fully Paid,10500,70400,credit_card,RENT
Fully Paid,15000,55000,debt_consolidation,OWN
Fully Paid,16500,71000,debt_consolidation,RENT
Fully Paid,9000,67992,debt_consolidation,MORTGAGE
Fully Paid,6500,50000,credit_card,MORTGAGE
Fully Paid,12000,82500,credit_card,MORTGAGE
Fully Paid,6000,50000,other,MORTGAGE
Fully Paid,11200,45000,debt_consolidation,RENT
Fully Paid,2400,40000,other,OWN
Fully Paid,24000,70000,debt_consolidation,RENT
Fully Paid,3500,38000,credit_card,RENT
Fully Paid,10000,55000,credit_card,RENT
Fully Paid,5375,20000,credit_card,RENT
Fully Paid,15000,70000,debt_consolidation,RENT
Fully Paid,15000,105000,debt_consolidation,RENT
Fully Paid,12000,57000,credit_card,MORTGAGE
Fully Paid,2300,36000,medical,RENT
Fully Paid,23500,53000,debt_consolidation,RENT
Fully Paid,19975,75000,credit_card,MORTGAGE
Fully Paid,20000,305000,home_improvement,MORTGAGE
Fully Paid,35000,151000,debt_consolidation,MORTGAGE
Fully Paid,5825,26000,debt_consolidation,RENT
Fully Paid,11675,60000,debt_consolidation,MORTGAGE
Fully Paid,2000,173321,major_purchase,MORTGAGE
Fully Paid,11200,60000,home_improvement,MORTGAGE
Fully Paid,5500,33900,credit_card,RENT
Fully Paid,7500,84198,debt_consolidation,RENT
Fully Paid,7000,84660,debt_consolidation,MORTGAGE
Fully Paid,13000,65500,debt_consolidation,MORTGAGE
Fully Paid,7500,50000,home_improvement,RENT
Fully Paid,12000,80000,debt_consolidation,MORTGAGE
Fully Paid,35000,106000,debt_consolidation,RENT
Fully Paid,7550,160000,debt_consolidation,MORTGAGE
Fully Paid,17000,55000,debt_consolidation,MORTGAGE
Fully Paid,9200,32496,major_purchase,OWN
Fully Paid,8000,30000,other,RENT
Fully Paid,8000,18377,debt_consolidation,OWN
Fully Paid,23800,158400,other,MORTGAGE
Fully Paid,10000,54000,debt_consolidation,RENT
Fully Paid,18000,53000,debt_consolidation,RENT
Fully Paid,5000,61000,other,MORTGAGE
Fully Paid,6100,27600,debt_consolidation,RENT
Fully Paid,10000,65000,debt_consolidation,RENT
Fully Paid,12000,80000,debt_consolidation,MORTGAGE
Fully Paid,6000,30000,credit_card,RENT
Fully Paid,8400,35000,debt_consolidation,RENT
Fully Paid,25000,62000,debt_consolidation,MORTGAGE
Fully Paid,18075,37000,home_improvement,RENT
Fully Paid,6000,56325,home_improvement,RENT
Fully Paid,30000,120000,home_improvement,MORTGAGE
Fully Paid,14500,51000,debt_consolidation,MORTGAGE
Fully Paid,7200,106500,debt_consolidation,MORTGAGE
Fully Paid,28000,125000,debt_consolidation,RENT
Fully Paid,3000,30500,debt_consolidation,RENT
Fully Paid,1600,62000,other,RENT
Fully Paid,20000,50000,credit_card,OWN
Fully Paid,16000,75000,debt_consolidation,MORTGAGE
Fully Paid,10000,56000,debt_consolidation,RENT
Fully Paid,6000,42000,debt_consolidation,MORTGAGE
Fully Paid,17000,68000,debt_consolidation,MORTGAGE
Fully Paid,14000,85000,credit_card,MORTGAGE
Fully Paid,5000,85000,other,RENT
Fully Paid,9600,80000,debt_consolidation,RENT
Fully Paid,9000,48000,home_improvement,OWN
Fully Paid,13000,78000,debt_consolidation,RENT
Fully Paid,16000,65000,debt_consolidation,MORTGAGE
Fully Paid,10000,43000,debt_consolidation,RENT
Fully Paid,12000,210000,home_improvement,MORTGAGE
Fully Paid,15000,105200,debt_consolidation,RENT
Fully Paid,35000,150000,credit_card,RENT
Fully Paid,10500,63000,home_improvement,RENT
Fully Paid,7200,32000,debt_consolidation,RENT
Fully Paid,6000,52000,major_purchase,RENT
Fully Paid,10000,55000,debt_consolidation,OWN
Fully Paid,15000,68000,debt_consolidation,MORTGAGE
Fully Paid,30000,69996,debt_consolidation,RENT
Fully Paid,6000,30288,other,MORTGAGE
Fully Paid,7000,40000,debt_consolidation,RENT
Fully Paid,18000,70000,credit_card,MORTGAGE
Fully Paid,17600,48000,debt_consolidation,RENT
Fully Paid,4000,103000,debt_consolidation,MORTGAGE
Fully Paid,7000,35000,debt_consolidation,RENT
Fully Paid,24375,55000,debt_consolidation,MORTGAGE
Fully Paid,15000,60000,home_improvement,MORTGAGE
Fully Paid,9000,68000,debt_consolidation,RENT
Fully Paid,3200,40000,other,RENT
Fully Paid,9000,75000,debt_consolidation,MORTGAGE
Fully Paid,7400,19000,debt_consolidation,OWN
Fully Paid,3000,36000,debt_consolidation,OWN
Fully Paid,7200,40000,debt_consolidation,RENT
Fully Paid,12000,88000,debt_consolidation,MORTGAGE
Fully Paid,9600,53000,major_purchase,MORTGAGE
Fully Paid,25000,60000,debt_consolidation,OWN
Fully Paid,10500,60000,major_purchase,MORTGAGE
Fully Paid,4000,25200,other,RENT
Fully Paid,4000,60000,debt_consolidation,MORTGAGE
Fully Paid,17475,45000,major_purchase,RENT
Fully Paid,6000,28800,other,RENT
Fully Paid,25000,54000,debt_consolidation,RENT
Fully Paid,26375,65000,debt_consolidation,MORTGAGE
Fully Paid,15000,96000,debt_consolidation,RENT
Fully Paid,6425,113000,major_purchase,MORTGAGE
Fully Paid,4750,49000,debt_consolidation,MORTGAGE
Fully Paid,5000,52000,debt_consolidation,MORTGAGE
Fully Paid,17000,45792,credit_card,RENT
Fully Paid,5500,119000,debt_consolidation,MORTGAGE
Fully Paid,20000,129000,medical,MORTGAGE
Fully Paid,15000,62000,credit_card,MORTGAGE
Fully Paid,10000,85000,major_purchase,RENT
Fully Paid,30000,162000,debt_consolidation,MORTGAGE
Fully Paid,6000,60000,credit_card,RENT
Fully Paid,16950,43200,debt_consolidation,OWN
Fully Paid,10000,70000,debt_consolidation,RENT
Fully Paid,9800,50000,medical,OWN
Fully Paid,24000,85000,debt_consolidation,MORTGAGE
Fully Paid,8000,75000,credit_card,RENT
Fully Paid,20800,70000,credit_card,MORTGAGE
Fully Paid,16750,45000,debt_consolidation,MORTGAGE
Fully Paid,2800,73000,other,MORTGAGE
Fully Paid,7200,50000,credit_card,RENT
Fully Paid,23000,75000,debt_consolidation,MORTGAGE
Fully Paid,10975,129000,debt_consolidation,RENT
Fully Paid,2000,18586,other,MORTGAGE
Fully Paid,15200,52000,credit_card,MORTGAGE
Fully Paid,10000,72000,debt_consolidation,MORTGAGE
Fully Paid,9000,27040,other,MORTGAGE
Fully Paid,4000,17000,credit_card,RENT
Fully Paid,21000,95000,home_improvement,MORTGAGE
Fully Paid,10000,30000,credit_card,OWN
Fully Paid,8000,65000,home_improvement,RENT
Fully Paid,17325,135500,debt_consolidation,MORTGAGE
Fully Paid,10000,41500,credit_card,RENT
Fully Paid,8000,45000,debt_consolidation,RENT
Fully Paid,8000,43200,other,RENT
Fully Paid,9800,102000,other,MORTGAGE
Fully Paid,12000,94100,debt_consolidation,MORTGAGE
Fully Paid,22000,60000,debt_consolidation,MORTGAGE
Fully Paid,10000,35000,credit_card,RENT
Fully Paid,3000,66000,other,RENT
Fully Paid,21325,48000,debt_consolidation,RENT
Fully Paid,6000,25000,credit_card,RENT
Fully Paid,5400,50000,debt_consolidation,RENT
Fully Paid,4000,27000,other,RENT
Fully Paid,11000,94527,debt_consolidation,RENT
Fully Paid,2000,33000,other,RENT
Fully Paid,6000,57000,debt_consolidation,RENT
Fully Paid,12000,40000,debt_consolidation,RENT
Fully Paid,14000,65882,debt_consolidation,RENT
Fully Paid,13000,73000,debt_consolidation,RENT
Fully Paid,12000,36000,debt_consolidation,OWN
Fully Paid,28000,150000,credit_card,MORTGAGE
Fully Paid,5000,33000,credit_card,MORTGAGE
Fully Paid,1000,95000,credit_card,RENT
Fully Paid,10000,1200000,other,MORTGAGE
Fully Paid,26850,70000,home_improvement,MORTGAGE
Fully Paid,4400,12500,credit_card,RENT
Fully Paid,20950,48000,debt_consolidation,RENT
Fully Paid,25000,65004,debt_consolidation,MORTGAGE
Fully Paid,35000,220000,debt_consolidation,MORTGAGE
Fully Paid,20400,70000,debt_consolidation,MORTGAGE
Fully Paid,20000,140000,debt_consolidation,MORTGAGE
Fully Paid,31300,70000,debt_consolidation,MORTGAGE
Fully Paid,9500,650000,home_improvement,OWN
Fully Paid,3400,40000,other,MORTGAGE
Fully Paid,29625,120000,home_improvement,MORTGAGE
Fully Paid,15000,47000,debt_consolidation,RENT
Fully Paid,3500,55000,other,RENT
Fully Paid,6550,29500,small_business,RENT
Fully Paid,13000,110000,debt_consolidation,RENT
Fully Paid,21000,97000,debt_consolidation,RENT
Fully Paid,6000,150000,credit_card,MORTGAGE
Fully Paid,3000,48000,other,MORTGAGE
Fully Paid,10000,50000,credit_card,MORTGAGE
Fully Paid,2300,40000,major_purchase,RENT
Fully Paid,22000,92940,credit_card,MORTGAGE
Fully Paid,10800,60000,debt_consolidation,MORTGAGE
Fully Paid,18000,125000,debt_consolidation,OWN
Fully Paid,2000,42000,debt_consolidation,RENT
Fully Paid,9000,89000,debt_consolidation,RENT
Fully Paid,22000,114000,credit_card,MORTGAGE
Fully Paid,11500,43000,credit_card,RENT
Fully Paid,22000,86337,credit_card,MORTGAGE
Fully Paid,35000,165000,debt_consolidation,MORTGAGE
Fully Paid,7800,64000,debt_consolidation,MORTGAGE
Fully Paid,14000,115000,debt_consolidation,RENT
Fully Paid,10000,70000,credit_card,MORTGAGE
Fully Paid,12750,57827,credit_card,RENT
Fully Paid,10000,110000,debt_consolidation,MORTGAGE
Fully Paid,6000,77000,debt_consolidation,MORTGAGE
Fully Paid,28800,90000,debt_consolidation,RENT
Fully Paid,3700,96000,debt_consolidation,MORTGAGE
Fully Paid,3000,17000,credit_card,RENT
Fully Paid,19000,50000,debt_consolidation,OWN
Fully Paid,7300,42000,other,MORTGAGE
Fully Paid,1600,42000,other,RENT
Fully Paid,10000,130000,credit_card,MORTGAGE
Fully Paid,3200,18996,other,OWN
Fully Paid,10000,44000,debt_consolidation,RENT
Fully Paid,8050,37000,debt_consolidation,OWN
Fully Paid,31100,166000,debt_consolidation,MORTGAGE
Fully Paid,5500,37000,debt_consolidation,RENT
Fully Paid,18000,105000,debt_consolidation,MORTGAGE
Fully Paid,21000,180000,home_improvement,OWN
Fully Paid,4600,100000,other,RENT
Fully Paid,5000,29004,debt_consolidation,MORTGAGE
Fully Paid,3000,35000,debt_consolidation,RENT
Fully Paid,12000,95000,debt_consolidation,RENT
Fully Paid,11150,72000,credit_card,RENT
Fully Paid,11500,34100,credit_card,RENT
Fully Paid,6000,70000,other,RENT
Fully Paid,7200,38000,debt_consolidation,RENT
Fully Paid,20000,80000,other,MORTGAGE
Fully Paid,8000,54500,debt_consolidation,RENT
Fully Paid,11200,65000,credit_card,RENT
Fully Paid,2000,79000,other,MORTGAGE
Fully Paid,12800,57600,home_improvement,MORTGAGE
Fully Paid,8000,68000,debt_consolidation,MORTGAGE
Fully Paid,14000,86000,other,MORTGAGE
Fully Paid,3000,36000,major_purchase,RENT
Fully Paid,14000,39456,debt_consolidation,OWN
Fully Paid,12000,50000,credit_card,MORTGAGE
Fully Paid,35000,85000,credit_card,RENT
Fully Paid,7500,34000,debt_consolidation,MORTGAGE
Fully Paid,6000,43500,debt_consolidation,RENT
Fully Paid,8500,129000,other,RENT
Fully Paid,35000,89000,home_improvement,MORTGAGE
Fully Paid,6000,72000,credit_card,RENT
Fully Paid,35000,95000,credit_card,MORTGAGE
Fully Paid,16000,85000,debt_consolidation,RENT
Fully Paid,3000,27600,credit_card,MORTGAGE
Fully Paid,17000,40000,debt_consolidation,RENT
Fully Paid,5600,45000,home_improvement,MORTGAGE
Fully Paid,12750,48000,debt_consolidation,MORTGAGE
Fully Paid,11500,35000,credit_card,MORTGAGE
Fully Paid,11000,100000,debt_consolidation,MORTGAGE
Fully Paid,7500,77000,debt_consolidation,MORTGAGE
Fully Paid,4800,18720,other,RENT
Fully Paid,6000,62500,debt_consolidation,MORTGAGE
Fully Paid,12000,73000,credit_card,MORTGAGE
Fully Paid,8000,55530,home_improvement,MORTGAGE
Fully Paid,8650,66000,debt_consolidation,RENT
Fully Paid,10000,48000,credit_card,MORTGAGE
Fully Paid,19500,83000,small_business,MORTGAGE
Fully Paid,9075,100000,debt_consolidation,RENT
Fully Paid,20000,72000,debt_consolidation,MORTGAGE
Fully Paid,18600,99700,credit_card,RENT
Fully Paid,13700,41000,debt_consolidation,MORTGAGE
Fully Paid,6600,81000,debt_consolidation,MORTGAGE
Fully Paid,4800,64000,debt_consolidation,MORTGAGE
Fully Paid,7000,51000,other,MORTGAGE
Fully Paid,7500,48500,debt_consolidation,RENT
Fully Paid,9000,127000,debt_consolidation,MORTGAGE
Fully Paid,13000,65000,debt_consolidation,RENT
Fully Paid,18000,160000,credit_card,MORTGAGE
Fully Paid,30000,46000,debt_consolidation,RENT
Fully Paid,10000,65000,debt_consolidation,RENT
Fully Paid,15000,103000,small_business,MORTGAGE
Fully Paid,8000,19200,debt_consolidation,RENT
Fully Paid,17000,51000,debt_consolidation,RENT
Fully Paid,23500,75000,debt_consolidation,RENT
Fully Paid,12000,51000,debt_consolidation,RENT
Fully Paid,3600,55000,debt_consolidation,RENT
Fully Paid,3600,53000,other,RENT
Fully Paid,14400,65500,credit_card,OWN
Fully Paid,14550,55000,debt_consolidation,MORTGAGE
Fully Paid,3000,78000,debt_consolidation,RENT
Fully Paid,3000,8472,small_business,RENT
Fully Paid,12000,80000,debt_consolidation,RENT
Fully Paid,3500,32500,other,MORTGAGE
Fully Paid,14950,55000,debt_consolidation,MORTGAGE
Fully Paid,6200,15000,major_purchase,OWN
Fully Paid,25000,150000,small_business,MORTGAGE
Fully Paid,9500,75000,debt_consolidation,RENT
Fully Paid,35000,147500,debt_consolidation,MORTGAGE
Fully Paid,10625,30000,debt_consolidation,MORTGAGE
Fully Paid,21000,111400,debt_consolidation,RENT
Fully Paid,5500,34000,credit_card,RENT
Fully Paid,17000,65000,debt_consolidation,RENT
Fully Paid,4750,50000,debt_consolidation,MORTGAGE
Fully Paid,5000,27000,debt_consolidation,OWN
Fully Paid,14000,160000,debt_consolidation,MORTGAGE
Fully Paid,8400,45000,debt_consolidation,MORTGAGE
Fully Paid,1600,16800,debt_consolidation,OWN
Fully Paid,8400,54000,debt_consolidation,MORTGAGE
Fully Paid,7000,55000,credit_card,MORTGAGE
Fully Paid,19000,45000,home_improvement,OWN
Fully Paid,6000,43776,home_improvement,MORTGAGE
Fully Paid,2500,70000,home_improvement,MORTGAGE
Fully Paid,4300,27000,credit_card,MORTGAGE
Fully Paid,12000,47500,debt_consolidation,OWN
Fully Paid,7600,76554,debt_consolidation,RENT
Fully Paid,16425,36500,debt_consolidation,MORTGAGE
Fully Paid,10500,62000,debt_consolidation,MORTGAGE
Fully Paid,6700,53000,debt_consolidation,RENT
Fully Paid,10400,175000,debt_consolidation,RENT
Fully Paid,6250,46500,small_business,MORTGAGE
Fully Paid,6150,35000,debt_consolidation,MORTGAGE
Fully Paid,20000,67000,debt_consolidation,MORTGAGE
Fully Paid,9600,31000,credit_card,OWN
Fully Paid,10000,70000,debt_consolidation,RENT
Fully Paid,9500,85000,debt_consolidation,MORTGAGE
Fully Paid,9125,48000,debt_consolidation,MORTGAGE
Fully Paid,12000,65000,debt_consolidation,MORTGAGE
Fully Paid,2400,23520,other,RENT
Fully Paid,14400,70000,credit_card,MORTGAGE
Fully Paid,7500,99000,debt_consolidation,RENT
Fully Paid,4000,48000,debt_consolidation,RENT
Fully Paid,4400,37440,other,RENT
Fully Paid,14800,138000,debt_consolidation,RENT
Fully Paid,18000,56964,debt_consolidation,RENT
Fully Paid,28800,130000,debt_consolidation,MORTGAGE
Fully Paid,5550,43000,debt_consolidation,OWN
Fully Paid,20000,110000,debt_consolidation,MORTGAGE
Fully Paid,8875,39000,debt_consolidation,RENT
Fully Paid,9100,60000,credit_card,OWN
Fully Paid,12250,35000,debt_consolidation,MORTGAGE
Fully Paid,12800,50455,debt_consolidation,RENT
Fully Paid,6600,65000,credit_card,MORTGAGE
Fully Paid,4000,62000,credit_card,RENT
Fully Paid,10000,28800,credit_card,MORTGAGE
Fully Paid,8000,70000,debt_consolidation,RENT
Fully Paid,4950,30000,debt_consolidation,RENT
Fully Paid,10000,150000,debt_consolidation,MORTGAGE
Fully Paid,10000,165000,small_business,MORTGAGE
Fully Paid,5000,56160,credit_card,MORTGAGE
Fully Paid,12525,80000,credit_card,RENT
Fully Paid,12000,50000,debt_consolidation,RENT
Fully Paid,12000,56500,credit_card,MORTGAGE
Fully Paid,8000,54000,major_purchase,MORTGAGE
Fully Paid,4000,48000,home_improvement,MORTGAGE
Fully Paid,20000,178000,debt_consolidation,MORTGAGE
Fully Paid,20000,90000,credit_card,MORTGAGE
Fully Paid,7000,26724,credit_card,MORTGAGE
Fully Paid,12000,90000,debt_consolidation,MORTGAGE
Fully Paid,28000,98000,debt_consolidation,MORTGAGE
Fully Paid,35000,100000,debt_consolidation,MORTGAGE
Fully Paid,10450,56000,debt_consolidation,MORTGAGE
Fully Paid,8000,74500,debt_consolidation,MORTGAGE
Fully Paid,8000,37000,debt_consolidation,RENT
Fully Paid,28000,80000,credit_card,RENT
Fully Paid,10200,68000,debt_consolidation,RENT
Fully Paid,10000,40800,other,OWN
Fully Paid,12000,65000,debt_consolidation,RENT
Fully Paid,4000,42500,credit_card,MORTGAGE
Fully Paid,6625,34000,credit_card,RENT
Fully Paid,4000,38000,major_purchase,RENT
Fully Paid,9600,78000,debt_consolidation,RENT
Fully Paid,7200,90200,credit_card,MORTGAGE
Fully Paid,3500,31200,other,RENT
Fully Paid,20000,90000,debt_consolidation,RENT
Fully Paid,15000,60000,debt_consolidation,RENT
Fully Paid,16000,43000,credit_card,RENT
Fully Paid,8900,125000,debt_consolidation,MORTGAGE
Fully Paid,4400,65000,debt_consolidation,MORTGAGE
Fully Paid,7800,48000,credit_card,MORTGAGE
Fully Paid,14400,72000,major_purchase,MORTGAGE
Fully Paid,20000,85000,debt_consolidation,MORTGAGE
Fully Paid,8000,52000,credit_card,MORTGAGE
